Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A8C7TJ07	unreviewed	Dishevelled associated activator of morphogenesis 2	8022	Oncorhynchus mykiss	1067	PF02181	599..971
A0A8C7TJ34	unreviewed	Formin-like protein 1	8022	Oncorhynchus mykiss	1098	PF02181	626..991
A0A8C7TK04	unreviewed	Formin-like protein 1	8022	Oncorhynchus mykiss	1005	PF02181	573..938
A0A8C7TKE2	unreviewed	Dishevelled associated activator of morphogenesis 2	8022	Oncorhynchus mykiss	1051	PF02181	567..955
A0A8C7TKI1	unreviewed	Dishevelled associated activator of morphogenesis 2	8022	Oncorhynchus mykiss	1014	PF02181	536..918
A0A8C7TKJ8	unreviewed	Dishevelled associated activator of morphogenesis 1a	8022	Oncorhynchus mykiss	917	PF02181	473..748,758..823
A0A8C7TM10	unreviewed	Dishevelled associated activator of morphogenesis 1a	8022	Oncorhynchus mykiss	1064	PF02181	592..970
A0A8C7TN44	unreviewed	Formin-like 1a	8022	Oncorhynchus mykiss	962	PF02181	528..893
A0A8C7TNJ8	unreviewed	Dishevelled associated activator of morphogenesis 2	8022	Oncorhynchus mykiss	1060	PF02181	591..964
A0A8C7TPA3	unreviewed	Formin-like protein 1	8022	Oncorhynchus mykiss	942	PF02181	510..875
A0A8C7TTJ5	unreviewed	Formin-like protein 1	8022	Oncorhynchus mykiss	963	PF02181	567..932
A0A8C7TTS2	unreviewed	Dishevelled associated activator of morphogenesis 1a	8022	Oncorhynchus mykiss	1057	PF02181	594..963
A0A8C7TUP9	unreviewed	Dishevelled associated activator of morphogenesis 1a	8022	Oncorhynchus mykiss	1066	PF02181	594..972
A0A8C7TVW0	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1122	PF02181	616..980
A0A8C7TXY3	unreviewed	Dishevelled associated activator of morphogenesis 1a	8022	Oncorhynchus mykiss	988	PF02181	549..819,829..894
A0A8C7TXY6	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1110	PF02181	613..820,839..969
A0A8C7TXZ5	unreviewed	Dishevelled associated activator of morphogenesis 1a	8022	Oncorhynchus mykiss	964	PF02181	520..870
A0A8C7TY48	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1129	PF02181	623..987
A0A8C7U5D4	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1122	PF02181	623..987
A0A8C7U6Y0	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1119	PF02181	613..977
A0A8C7U727	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1074	PF02181	600..964
A0A8C7U9K8	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1080	PF02181	608..815,834..964
A0A8C7U9L0	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1015	PF02181	541..905
A0A8C7UJP0	unreviewed	FH2 domain-containing protein	8022	Oncorhynchus mykiss	173	PF02181	31..159
A0A8C7US63	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	956	PF02181	523..879
A0A8C7USV1	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1126	PF02181	652..1016
A0A8C7UT34	unreviewed	Diaphanous-related formin 2	8022	Oncorhynchus mykiss	964	PF02181	592..910
A0A8C7UVD6	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1131	PF02181	659..1023
A0A8C7UXC3	unreviewed	Diaphanous-related formin 2	8022	Oncorhynchus mykiss	923	PF02181	555..869
A0A8C7UXK0	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1132	PF02181	652..1016
A0A8C7UXW0	unreviewed	Formin-like 2b	8022	Oncorhynchus mykiss	1010	PF02181	550..914
A0A8C7V0N1	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1080	PF02181	695..970
A0A8C7V2R1	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1085	PF02181	611..975
A0A8C7V4S3	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1133	PF02181	659..1023
A0A8C7V7V8	unreviewed	Diaphanous-related formin 2	8022	Oncorhynchus mykiss	1014	PF02181	563..924
A0A8C7V8N5	unreviewed	Diaphanous-related formin 2	8022	Oncorhynchus mykiss	1114	PF02181	585..961
A0A8C7V8U4	unreviewed	Diaphanous-related formin 2	8022	Oncorhynchus mykiss	538	PF02181	55..431
A0A8C7VA35	unreviewed	Diaphanous-related formin 2	8022	Oncorhynchus mykiss	1037	PF02181	556..930
A0A8C7VFS9	unreviewed	Dishevelled associated activator of morphogenesis 1b	8022	Oncorhynchus mykiss	1015	PF02181	639..920
A0A8C7VH38	unreviewed	Dishevelled associated activator of morphogenesis 1b	8022	Oncorhynchus mykiss	1060	PF02181	585..965
A0A8C7VI63	unreviewed	Formin-like 1a	8022	Oncorhynchus mykiss	896	PF02181	446..811
A0A8C7VI85	unreviewed	Formin-like protein 1	8022	Oncorhynchus mykiss	952	PF02181	447..811
A0A8C7VJI4	unreviewed	FH2 domain-containing protein	8022	Oncorhynchus mykiss	315	PF02181	4..214
A0A8C7VK66	unreviewed	Diaphanous related formin 1	8022	Oncorhynchus mykiss	979	PF02181	598..883
A0A8C7VK76	unreviewed	Diaphanous related formin 1	8022	Oncorhynchus mykiss	1137	PF02181	671..1035
A0A8C7VL78	unreviewed	Formin-like 1a	8022	Oncorhynchus mykiss	928	PF02181	513..878
A0A8C7VLF3	unreviewed	Dishevelled associated activator of morphogenesis 1a	8022	Oncorhynchus mykiss	1072	PF02181	601..978
A0A8C7VLF9	unreviewed	Dishevelled associated activator of morphogenesis 1a	8022	Oncorhynchus mykiss	964	PF02181	520..870
A0A8C7VSF4	unreviewed	Delphilin-like	8022	Oncorhynchus mykiss	1088	PF02181	703..1064
A0A8C7VTK2	unreviewed	FH2 domain-containing protein	8022	Oncorhynchus mykiss	953	PF02181	63..425
A0A8C7VVN1	unreviewed	Formin-like 3	8022	Oncorhynchus mykiss	961	PF02181	503..867
A0A8C7VXG4	unreviewed	Formin-like 3	8022	Oncorhynchus mykiss	1013	PF02181	556..920
A0A8C7W240	unreviewed	FH2 domain-containing protein	8022	Oncorhynchus mykiss	1350	PF02181	908..1295
A0A8C7WB60	unreviewed	Dishevelled associated activator of morphogenesis 2	8022	Oncorhynchus mykiss	1069	PF02181	591..973
A0A8C7WC59	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1075	PF02181	604..811,830..960
A0A8C7WF08	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	1087	PF02181	613..977
A0A8C7WH72	unreviewed	FH2 domain-containing protein	8022	Oncorhynchus mykiss	970	PF02181	75..440
A0A8C7WI59	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	876	PF02181	463..639,642..805
A0A8C7WI63	unreviewed	Formin-like 2a	8022	Oncorhynchus mykiss	978	PF02181	565..741,744..907
A0A8C7WJ33	unreviewed	Diaphanous-related formin 2	8022	Oncorhynchus mykiss	1083	PF02181	580..948
A0A8C7WL76	unreviewed	Diaphanous-related formin 2	8022	Oncorhynchus mykiss	942	PF02181	476..835
A0A8C7WN35	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	880	PF02181	11..280
A0A8C7WN45	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	1002	PF02181	33..402
A0A8C7WQ24	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	449	PF02181	98..445
A0A8C7WQ92	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	554	PF02181	98..478
A0A8C7X9F0	unreviewed	Formin-like 1a	183150	Oryzias sinensis	847	PF02181	442..804
A0A8C7X9H9	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	1083	PF02181	628..996
A0A8C7XAD8	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	1170	PF02181	87..458
A0A8C7XAV7	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein, b	183150	Oryzias sinensis	853	PF02181	466..829
A0A8C7XEU3	unreviewed	Formin-like 2b	183150	Oryzias sinensis	942	PF02181	497..860
A0A8C7XGN6	unreviewed	Formin-like 2b	183150	Oryzias sinensis	1009	PF02181	549..912
A0A8C7XH99	unreviewed	Formin-like 2b	183150	Oryzias sinensis	1114	PF02181	648..1011
A0A8C7XHW8	unreviewed	Formin-like 2b	183150	Oryzias sinensis	1090	PF02181	624..987
A0A8C7XI72	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	1173	PF02181	694..1080
A0A8C7XIH7	unreviewed	Formin-like 2b	183150	Oryzias sinensis	1107	PF02181	641..1004
A0A8C7XIM9	unreviewed	Inverted formin, FH2 and WH2 domain containing	183150	Oryzias sinensis	1233	PF02181	490..846
A0A8C7XJX4	unreviewed	Inverted formin, FH2 and WH2 domain containing	183150	Oryzias sinensis	1247	PF02181	490..845
A0A8C7XJY3	unreviewed	Formin-like 2b	183150	Oryzias sinensis	935	PF02181	465..828
A0A8C7XK55	unreviewed	Inverted formin, FH2 and WH2 domain containing	183150	Oryzias sinensis	1123	PF02181	497..731
A0A8C7XKR5	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	1214	PF02181	779..1165
A0A8C7XMX5	unreviewed	Diaphanous related formin 1	183150	Oryzias sinensis	1080	PF02181	587..962
A0A8C7XN93	unreviewed	Diaphanous related formin 1	183150	Oryzias sinensis	1124	PF02181	650..1025
A0A8C7XNJ1	unreviewed	Diaphanous related formin 1	183150	Oryzias sinensis	1155	PF02181	681..1056
A0A8C7XQ79	unreviewed	Diaphanous related formin 1	183150	Oryzias sinensis	1148	PF02181	674..1049
A0A8C7XQ97	unreviewed	Diaphanous related formin 1	183150	Oryzias sinensis	1155	PF02181	681..1056
A0A8C7XQ98	unreviewed	Diaphanous related formin 1	183150	Oryzias sinensis	1070	PF02181	585..960
A0A8C7XU17	unreviewed	Diaphanous related formin 1	183150	Oryzias sinensis	921	PF02181	441..815
A0A8C7XWV2	unreviewed	Formin homology 2 domain containing 1	183150	Oryzias sinensis	1359	PF02181	819..1184
A0A8C7XX37	unreviewed	Formin-like 2a	183150	Oryzias sinensis	1012	PF02181	558..767,776..908
A0A8C7XYF0	unreviewed	Formin homology 2 domain containing 1	183150	Oryzias sinensis	1348	PF02181	808..1173
A0A8C7XZ75	unreviewed	Formin homology 2 domain containing 1	183150	Oryzias sinensis	1384	PF02181	844..1209
A0A8C7XZQ3	unreviewed	Formin homology 2 domain containing 1	183150	Oryzias sinensis	1400	PF02181	860..1225
A0A8C7XZQ4	unreviewed	Formin-like 2a	183150	Oryzias sinensis	911	PF02181	506..649,666..812
A0A8C7Y0D3	unreviewed	Formin-like 2a	183150	Oryzias sinensis	1080	PF02181	533..742,751..883
A0A8C7Y128	unreviewed	Formin-like 2a	183150	Oryzias sinensis	947	PF02181	498..862
A0A8C7Y3V6	unreviewed	Formin-like 3	183150	Oryzias sinensis	1027	PF02181	536..900
A0A8C7Y4M4	unreviewed	Formin-like 3	183150	Oryzias sinensis	1019	PF02181	527..891
A0A8C7Y7A1	unreviewed	Formin-like 3	183150	Oryzias sinensis	1013	PF02181	527..891
A0A8C7Y876	unreviewed	Formin-like 3	183150	Oryzias sinensis	920	PF02181	459..823
A0A8C7YLC1	unreviewed	Diaphanous-related formin 3	183150	Oryzias sinensis	1128	PF02181	617..988
A0A8C7YLG2	unreviewed	Diaphanous-related formin 3	183150	Oryzias sinensis	1094	PF02181	586..953
A0A8C7YLZ7	unreviewed	Diaphanous-related formin 3	183150	Oryzias sinensis	1218	PF02181	617..999
A0A8C7YM10	unreviewed	Diaphanous-related formin 3	183150	Oryzias sinensis	1094	PF02181	586..953
A0A8C7YNV5	unreviewed	Diaphanous-related formin 3	183150	Oryzias sinensis	1085	PF02181	576..944
A0A8C7YQK9	unreviewed	Diaphanous-related formin 3	183150	Oryzias sinensis	1102	PF02181	617..988
A0A8C7YRB4	unreviewed	Diaphanous-related formin 3	183150	Oryzias sinensis	1207	PF02181	606..988
A0A8C7YS55	unreviewed	Diaphanous-related formin 3	183150	Oryzias sinensis	1197	PF02181	617..999
A0A8C7YS82	unreviewed	Diaphanous-related formin 3	183150	Oryzias sinensis	1027	PF02181	519..886
A0A8C7YST3	unreviewed	Formin homology 2 domain containing 3a	183150	Oryzias sinensis	926	PF02181	608..882
A0A8C7YTF0	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein, a	183150	Oryzias sinensis	982	PF02181	593..955
A0A8C7YVQ1	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein, a	183150	Oryzias sinensis	1147	PF02181	758..1120
A0A8C7YVT5	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein, a	183150	Oryzias sinensis	988	PF02181	605..961
A0A8C7YVW8	unreviewed	Dishevelled associated activator of morphogenesis 1b	183150	Oryzias sinensis	1027	PF02181	539..931
A0A8C7YYJ0	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein, a	183150	Oryzias sinensis	1948	PF02181	1555..1921
A0A8C7Z040	unreviewed	Dishevelled associated activator of morphogenesis 1b	183150	Oryzias sinensis	1074	PF02181	608..978
A0A8C7Z1A5	unreviewed	Dishevelled associated activator of morphogenesis 1b	183150	Oryzias sinensis	972	PF02181	523..876
A0A8C7Z287	unreviewed	Dishevelled associated activator of morphogenesis 1b	183150	Oryzias sinensis	1084	PF02181	608..988
A0A8C7Z638	unreviewed	Diaphanous-related formin 2	183150	Oryzias sinensis	964	PF02181	623..942
A0A8C7Z8H9	unreviewed	Diaphanous-related formin 2	183150	Oryzias sinensis	1071	PF02181	610..982
A0A8C7Z8R2	unreviewed	Diaphanous-related formin 2	183150	Oryzias sinensis	1060	PF02181	631..1002
A0A8C7Z8W2	unreviewed	Diaphanous-related formin 2	183150	Oryzias sinensis	970	PF02181	556..922
A0A8C7Z8X1	unreviewed	Diaphanous-related formin 2	183150	Oryzias sinensis	956	PF02181	540..890
A0A8C7Z8X2	unreviewed	Diaphanous-related formin 2	183150	Oryzias sinensis	938	PF02181	526..890
A0A8C7ZA20	unreviewed	Diaphanous-related formin 2	183150	Oryzias sinensis	1077	PF02181	632..1005
A0A8C7ZAZ0	unreviewed	Diaphanous-related formin 2	183150	Oryzias sinensis	1011	PF02181	574..945
A0A8C7ZC44	unreviewed	Diaphanous-related formin 2	183150	Oryzias sinensis	1065	PF02181	605..976
A0A8C7ZCB5	unreviewed	Inverted formin, FH2 and WH2 domain containing	183150	Oryzias sinensis	889	PF02181	485..831
A0A8C7ZG29	unreviewed	PH domain-containing protein	183150	Oryzias sinensis	732	PF02181	453..596,598..717
A0A8C7ZH04	unreviewed	Formin homology 2 domain containing 3b	183150	Oryzias sinensis	1484	PF02181	947..1313
A0A8C7ZJJ7	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	761	PF02181	453..746
A0A8C7ZJT0	unreviewed	Formin homology 2 domain containing 3b	183150	Oryzias sinensis	997	PF02181	546..909
A0A8C7ZK97	unreviewed	Formin homology 2 domain containing 3b	183150	Oryzias sinensis	1448	PF02181	911..1277
A0A8C7ZKC4	unreviewed	Formin homology 2 domain containing 3b	183150	Oryzias sinensis	898	PF02181	489..853
A0A8C7ZMG3	unreviewed	Formin homology 2 domain containing 3b	183150	Oryzias sinensis	1142	PF02181	683..1046
A0A8C7ZNF3	unreviewed	Formin homology 2 domain containing 3b	183150	Oryzias sinensis	958	PF02181	556..724,761..913
A0A8C7ZNH3	unreviewed	Formin homology 2 domain containing 3b	183150	Oryzias sinensis	953	PF02181	551..719,756..908
A0A8C7ZR66	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	866	PF02181	420..751
A0A8C7ZXE1	unreviewed	Formin like 1	183150	Oryzias sinensis	770	PF02181	356..721
A0A8C7ZYG8	unreviewed	Formin like 1	183150	Oryzias sinensis	893	PF02181	436..801
A0A8C7ZYV4	unreviewed	Formin like 1	183150	Oryzias sinensis	768	PF02181	382..747
A0A8C7ZZF5	unreviewed	Formin like 1	183150	Oryzias sinensis	866	PF02181	409..774
A0A8C7ZZT5	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	796	PF02181	25..392
A0A8C8A0V8	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	808	PF02181	39..404
A0A8C8A108	unreviewed	Formin like 1	183150	Oryzias sinensis	793	PF02181	355..720
A0A8C8A1R6	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	1029	PF02181	557..934
A0A8C8A1T6	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	1034	PF02181	557..939
A0A8C8A218	unreviewed	Formin like 1	183150	Oryzias sinensis	811	PF02181	402..767
A0A8C8A316	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	1042	PF02181	569..947
A0A8C8A3H1	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	983	PF02181	507..812,807..888
A0A8C8A3Y5	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	1030	PF02181	578..935
A0A8C8A4F2	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	970	PF02181	495..875
A0A8C8A552	unreviewed	Formin homology 2 domain containing 1	257818	Otus sunia	1136	PF02181	604..969
A0A8C8A5S8	unreviewed	Diaphanous related formin 2	257818	Otus sunia	1049	PF02181	589..963
A0A8C8A5Z2	unreviewed	Formin homology 2 domain containing 1	257818	Otus sunia	1234	PF02181	702..1067
A0A8C8A716	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	1048	PF02181	570..953
A0A8C8A8R6	unreviewed	Diaphanous related formin 2	257818	Otus sunia	1164	PF02181	703..1078
A0A8C8A9T3	unreviewed	Inverted formin 2	257818	Otus sunia	1275	PF02181	548..911
A0A8C8A9T8	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	920	PF02181	452..825
A0A8C8ABL2	unreviewed	Formin homology 2 domain containing 1	257818	Otus sunia	1096	PF02181	566..930
A0A8C8ABQ8	unreviewed	Grid2 interacting protein	257818	Otus sunia	1002	PF02181	614..978
A0A8C8ABR6	unreviewed	Grid2 interacting protein	257818	Otus sunia	1009	PF02181	621..985
A0A8C8ABW2	unreviewed	Inverted formin 2	257818	Otus sunia	1265	PF02181	548..911
A0A8C8ABX9	unreviewed	Diaphanous related formin 2	257818	Otus sunia	1053	PF02181	593..967
A0A8C8AC84	unreviewed	Dishevelled associated activator of morphogenesis 1	257818	Otus sunia	1068	PF02181	602..973
A0A8C8AEE0	unreviewed	Grid2 interacting protein	257818	Otus sunia	1237	PF02181	849..1213
A0A8C8AJA9	unreviewed	Formin like 2	257818	Otus sunia	1131	PF02181	661..1026
A0A8C8AKU3	unreviewed	FH2 domain-containing protein	257818	Otus sunia	1136	PF02181	89..451
A0A8C8AL66	unreviewed	Formin like 2	257818	Otus sunia	1129	PF02181	654..1019
A0A8C8ARH9	unreviewed	Formin like 2	257818	Otus sunia	1096	PF02181	621..986
A0A8C8B3F5	unreviewed	Formin like 1	257818	Otus sunia	993	PF02181	532..896
A0A8C8B403	unreviewed	Formin like 1	257818	Otus sunia	1177	PF02181	709..1074
A0A8C8B5Y5	unreviewed	Formin like 1	257818	Otus sunia	993	PF02181	540..904
A0A8C8B763	unreviewed	Formin like 1	257818	Otus sunia	1047	PF02181	585..950
A0A8C8B7Y2	unreviewed	FH2 domain-containing protein	257818	Otus sunia	1441	PF02181	995..1385
A0A8C8B900	unreviewed	FH2 domain-containing protein	257818	Otus sunia	1209	PF02181	763..1153
A0A8C8BAI0	unreviewed	Formin like 1	257818	Otus sunia	980	PF02181	527..891
A0A8C8BAT5	unreviewed	Dishevelled associated activator of morphogenesis 2	257818	Otus sunia	1073	PF02181	604..976
A0A8C8BB64	unreviewed	Formin like 1	257818	Otus sunia	450	PF02181	2..323
A0A8C8BCK5	unreviewed	Formin homology 2 domain containing 3	257818	Otus sunia	1505	PF02181	948..1312
A0A8C8BD35	unreviewed	Formin like 1	257818	Otus sunia	1118	PF02181	652..1017
A0A8C8BDB7	unreviewed	Dishevelled associated activator of morphogenesis 2	257818	Otus sunia	1084	PF02181	604..987
A0A8C8BFD9	unreviewed	Diaphanous related formin 3	257818	Otus sunia	997	PF02181	461..814
A0A8C8BFJ0	unreviewed	Diaphanous related formin 3	257818	Otus sunia	972	PF02181	520..889
A0A8C8BGW0	unreviewed	Diaphanous related formin 3	257818	Otus sunia	1093	PF02181	544..910
A0A8C8BHF6	unreviewed	Diaphanous related formin 3	257818	Otus sunia	968	PF02181	497..866
A0A8C8BJX4	unreviewed	FH2 domain-containing protein	257818	Otus sunia	736	PF02181	366..727
A0A8C8BKE5	unreviewed	Diaphanous related formin 3	257818	Otus sunia	918	PF02181	470..742
A0A8C8BNV7	unreviewed	Diaphanous related formin 3	257818	Otus sunia	950	PF02181	484..851
A0A8C8BT27	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	254	PF02181	41..235
A0A8C8C1D5	unreviewed	Glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein, b	74940	Oncorhynchus tshawytscha	948	PF02181	563..924
A0A8C8C2N8	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	943	PF02181	53..415
A0A8C8C9Y8	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	926	PF02181	500..865
A0A8C8CA58	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	852	PF02181	426..791
A0A8C8CAT3	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	852	PF02181	426..791
A0A8C8CGV1	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	1014	PF02181	614..979
A0A8C8CJ69	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	1046	PF02181	581..955
A0A8C8CKJ2	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	1010	PF02181	539..919
A0A8C8CR68	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	973	PF02181	476..844
A0A8C8CSA5	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	956	PF02181	536..827
A0A8C8CT72	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	1035	PF02181	583..944
A0A8C8CU06	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	937	PF02181	569..883
A0A8C8CUT0	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	907	PF02181	13..376
A0A8C8CXL7	unreviewed	Inverted formin, FH2 and WH2 domain containing	74940	Oncorhynchus tshawytscha	1191	PF02181	512..622,623..826
A0A8C8CXR5	unreviewed	Inverted formin, FH2 and WH2 domain containing	74940	Oncorhynchus tshawytscha	1165	PF02181	532..800
A0A8C8CZL5	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	1351	PF02181	909..1296
A0A8C8D143	unreviewed	Dishevelled associated activator of morphogenesis 1a	74940	Oncorhynchus tshawytscha	945	PF02181	520..851
A0A8C8D235	unreviewed	Formin-like 3	74940	Oncorhynchus tshawytscha	1047	PF02181	625..950
A0A8C8D242	unreviewed	Formin-like 3	74940	Oncorhynchus tshawytscha	922	PF02181	499..825
A0A8C8D291	unreviewed	Formin-like 3	74940	Oncorhynchus tshawytscha	883	PF02181	479..794
A0A8C8D2A0	unreviewed	Formin-like 3	74940	Oncorhynchus tshawytscha	873	PF02181	461..776
A0A8C8D305	unreviewed	Dishevelled associated activator of morphogenesis 1a	74940	Oncorhynchus tshawytscha	1044	PF02181	600..950
A0A8C8D449	unreviewed	Formin-like 3	74940	Oncorhynchus tshawytscha	935	PF02181	479..794
A0A8C8DAE3	unreviewed	Formin-like 3	74940	Oncorhynchus tshawytscha	973	PF02181	553..868
A0A8C8DB17	unreviewed	Dishevelled associated activator of morphogenesis 1a	74940	Oncorhynchus tshawytscha	940	PF02181	560..772,782..846
A0A8C8DJ35	unreviewed	Disheveled-associated activator of morphogenesis 2	183150	Oryzias sinensis	1108	PF02181	653..1021
A0A8C8DL74	unreviewed	Inverted formin, FH2 and WH2 domain containing	183150	Oryzias sinensis	1230	PF02181	490..846
A0A8C8DLB2	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	807	PF02181	366..752
A0A8C8DMW8	unreviewed	Diaphanous related formin 1	183150	Oryzias sinensis	1002	PF02181	486..859
A0A8C8DNC2	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	765	PF02181	78..443
A0A8C8DQP7	unreviewed	Formin-like 3	183150	Oryzias sinensis	1042	PF02181	545..909
A0A8C8DUH2	unreviewed	Diaphanous-related formin 3	183150	Oryzias sinensis	1123	PF02181	620..987
A0A8C8DUK0	unreviewed	Formin homology 2 domain containing 3a	183150	Oryzias sinensis	887	PF02181	585..858
A0A8C8DUV7	unreviewed	Formin homology 2 domain containing 3a	183150	Oryzias sinensis	911	PF02181	593..867
A0A8C8DYC9	unreviewed	Diaphanous-related formin 2	183150	Oryzias sinensis	1102	PF02181	641..1013
A0A8C8E042	unreviewed	Formin homology 2 domain containing 3b	183150	Oryzias sinensis	1504	PF02181	967..1333
A0A8C8E0H9	unreviewed	FH2 domain-containing protein	183150	Oryzias sinensis	1172	PF02181	94..453
A0A8C8E3T4	unreviewed	Formin like 1	183150	Oryzias sinensis	856	PF02181	400..765
A0A8C8E469	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	1014	PF02181	556..843,838..919
A0A8C8E4J0	unreviewed	Formin homology 2 domain containing 1	257818	Otus sunia	1132	PF02181	601..965
A0A8C8E4R3	unreviewed	Dishevelled associated activator of morphogenesis 2	183150	Oryzias sinensis	997	PF02181	540..902
A0A8C8E5S3	unreviewed	FH2 domain-containing protein	257818	Otus sunia	1731	PF02181	1293..1682
A0A8C8E5S5	unreviewed	FH2 domain-containing protein	257818	Otus sunia	1720	PF02181	1282..1671
A0A8C8E5T6	unreviewed	Dishevelled associated activator of morphogenesis 1	257818	Otus sunia	1078	PF02181	602..983
A0A8C8E7Y7	unreviewed	Formin like 2	257818	Otus sunia	1136	PF02181	661..1026
A0A8C8ECG5	unreviewed	Formin like 1	257818	Otus sunia	940	PF02181	487..851
A0A8C8EKH4	unreviewed	Formin-like protein 1	74940	Oncorhynchus tshawytscha	744	PF02181	374..738
A0A8C8ELY0	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	1039	PF02181	574..948
A0A8C8EM18	unreviewed	Diaphanous-related formin 2	74940	Oncorhynchus tshawytscha	950	PF02181	578..896
A0A8C8EQK4	unreviewed	Formin-like 3	74940	Oncorhynchus tshawytscha	891	PF02181	479..794
A0A8C8EQM3	unreviewed	Formin-like 3	74940	Oncorhynchus tshawytscha	940	PF02181	529..844
A0A8C8EQR4	unreviewed	Dishevelled associated activator of morphogenesis 1a	74940	Oncorhynchus tshawytscha	1050	PF02181	598..956
A0A8C8F7D4	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	1227	PF02181	90..460
A0A8C8F9A2	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	1128	PF02181	93..444
A0A8C8F9I1	unreviewed	Diaphanous related formin 1	74940	Oncorhynchus tshawytscha	393	PF02181	1..257
A0A8C8F9K1	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	1299	PF02181	857..1244
A0A8C8F9Q4	unreviewed	FH2 domain-containing protein	74940	Oncorhynchus tshawytscha	1171	PF02181	763..1097
A0A8C8F9V3	unreviewed	Inverted formin-2-like	74940	Oncorhynchus tshawytscha	1223	PF02181	501..856
A0A8C8FA46	unreviewed	Inverted formin-2-like	74940	Oncorhynchus tshawytscha	1227	PF02181	501..856
